city,area,gender,total,total_age1,age_0,age_1,age_2,age_3,age_4,total_age2,age_5,age_6,age_7,age_8,age_9,total_age3,age_10,age_11,age_12,age_13,age_14,total_age4,age_15,age_16,age_17,age_18,age_19,total_age5,age_20,age_21,age_22,age_23,age_24,total_age6,age_25,age_26,age_27,age_28,age_29,total_age7,age_30,age_31,age_32,age_33,age_34,total_age8,age35,age_36,age_37,age_38,age_39,total_age9,age_40,age_41,age_42,age_43,age_44,total_age10,age45,age_46,age_47,age_48,age_49,total_age11,age_50,age_51,age_52,age_53,age_54,total_age12,age55,age_56,age_57,age_58,age_59,total_age13,age_60,age_61,age_62,age_63,age_64,total_age14,age65,age_66,age_67,age_68,age_69,total_age15,age_70,age_71,age_72,age_73,age_74,total_age16,age75,age_76,age_77,age_78,age_79,total_age17,age_80,age_81,age_82,age_83,age_84,total_age18,age85,age_86,age_87,age_88,age_89,total_age19,age_90,age_91,age_92,age_93,age_94,total_age20,age95,age_96,age_97,age_98,age_99,total_age21
新竹市,總計,計,"448,472","23,923","3,793","4,328","4,769","5,268","5,765","27,504","5,837","5,559","6,236","5,327","4,545","25,272","5,184","5,198","5,090","5,085","4,715","26,193","4,848","4,963","5,158","5,385","5,839","27,322","5,339","4,910","5,783","5,709","5,581","27,778","5,470","5,563","5,537","5,482","5,726","29,167","5,512","5,834","5,654","5,742","6,425","40,975","7,267","7,667","8,322","8,894","8,825","42,019","8,911","8,610","8,345","8,665","7,488","34,904","7,130","6,784","6,986","7,017","6,987","32,272","6,979","6,613","6,150","6,313","6,217","29,527","6,057","6,150","6,087","5,560","5,673","25,634","5,539","5,241","4,947","4,951","4,956","21,193","4,752","4,416","4,327","4,259","3,439","12,394","3,245","2,793","2,528","2,071","1,757","9,502","2,041","2,001","1,941","1,762","1,757","6,451","1,553","1,404","1,302","1,131","1,061","3,881",920,818,812,689,642,"1,992",549,490,389,303,261,497,176,134,83,64,40,72
新竹市,總計,男,"221,125","12,277","1,960","2,190","2,454","2,668","3,005","14,295","3,020","2,876","3,215","2,793","2,391","13,267","2,709","2,838","2,639","2,635","2,446","13,632","2,521","2,586","2,721","2,792","3,012","14,181","2,778","2,577","2,993","2,957","2,876","14,289","2,807","2,792","2,864","2,857","2,969","14,514","2,800","2,938","2,821","2,876","3,079","19,618","3,453","3,682","4,044","4,238","4,201","20,345","4,248","4,131","4,024","4,238","3,704","17,169","3,580","3,287","3,435","3,386","3,481","15,940","3,337","3,309","3,087","3,111","3,096","14,543","3,016","3,038","3,028","2,731","2,730","12,144","2,657","2,538","2,311","2,286","2,352","9,891","2,283","2,067","2,001","1,935","1,605","5,611","1,504","1,271","1,158",941,737,"3,982",887,858,802,731,704,"2,552",620,554,514,455,409,"1,651",370,316,357,310,298,949,238,237,190,156,128,241,88,62,37,31,23,34
新竹市,總計,女,"227,347","11,646","1,833","2,138","2,315","2,600","2,760","13,209","2,817","2,683","3,021","2,534","2,154","12,005","2,475","2,360","2,451","2,450","2,269","12,561","2,327","2,377","2,437","2,593","2,827","13,141","2,561","2,333","2,790","2,752","2,705","13,489","2,663","2,771","2,673","2,625","2,757","14,653","2,712","2,896","2,833","2,866","3,346","21,357","3,814","3,985","4,278","4,656","4,624","21,674","4,663","4,479","4,321","4,427","3,784","17,735","3,550","3,497","3,551","3,631","3,506","16,332","3,642","3,304","3,063","3,202","3,121","14,984","3,041","3,112","3,059","2,829","2,943","13,490","2,882","2,703","2,636","2,665","2,604","11,302","2,469","2,349","2,326","2,324","1,834","6,783","1,741","1,522","1,370","1,130","1,020","5,520","1,154","1,143","1,139","1,031","1,053","3,899",933,850,788,676,652,"2,230",550,502,455,379,344,"1,043",311,253,199,147,133,256,88,72,46,33,17,38
新竹市,東區,計,"217,616","12,659","1,910","2,235","2,455","2,910","3,149","15,949","3,230","3,175","3,604","3,179","2,761","14,934","3,171","3,179","3,124","2,918","2,542","13,015","2,541","2,496","2,587","2,596","2,795","12,463","2,562","2,282","2,609","2,522","2,488","12,307","2,398","2,534","2,409","2,464","2,502","13,435","2,529","2,652","2,639","2,640","2,975","19,663","3,363","3,614","4,006","4,290","4,390","20,956","4,351","4,315","4,145","4,422","3,723","16,928","3,529","3,333","3,351","3,406","3,309","14,963","3,302","3,155","2,783","2,854","2,869","13,237","2,817","2,736","2,683","2,484","2,517","11,522","2,454","2,389","2,186","2,247","2,246","9,389","2,036","1,954","1,949","1,905","1,545","5,627","1,481","1,267","1,145",959,775,"4,347",908,937,876,798,828,"3,102",722,668,659,549,504,"1,844",438,377,399,325,305,977,277,247,174,151,128,257,84,66,47,37,23,42
新竹市,東區,男,"106,965","6,468",987,"1,121","1,245","1,467","1,648","8,311","1,697","1,641","1,885","1,663","1,425","7,885","1,676","1,749","1,639","1,520","1,301","6,736","1,345","1,258","1,343","1,336","1,454","6,466","1,328","1,208","1,330","1,333","1,267","6,319","1,236","1,296","1,238","1,240","1,309","6,589","1,300","1,309","1,302","1,303","1,375","9,277","1,566","1,737","1,933","2,002","2,039","9,872","1,964","1,988","1,952","2,134","1,834","8,236","1,739","1,614","1,625","1,621","1,637","7,413","1,593","1,620","1,385","1,396","1,419","6,582","1,396","1,367","1,325","1,256","1,238","5,499","1,185","1,151","1,029","1,044","1,090","4,397",975,933,918,859,712,"2,497",654,574,509,435,325,"1,777",400,384,336,325,332,"1,223",302,264,249,216,192,811,177,157,181,144,152,463,115,115,88,77,68,121,36,33,25,14,13,23
新竹市,東區,女,"110,651","6,191",923,"1,114","1,210","1,443","1,501","7,638","1,533","1,534","1,719","1,516","1,336","7,049","1,495","1,430","1,485","1,398","1,241","6,279","1,196","1,238","1,244","1,260","1,341","5,997","1,234","1,074","1,279","1,189","1,221","5,988","1,162","1,238","1,171","1,224","1,193","6,846","1,229","1,343","1,337","1,337","1,600","10,386","1,797","1,877","2,073","2,288","2,351","11,084","2,387","2,327","2,193","2,288","1,889","8,692","1,790","1,719","1,726","1,785","1,672","7,550","1,709","1,535","1,398","1,458","1,450","6,655","1,421","1,369","1,358","1,228","1,279","6,023","1,269","1,238","1,157","1,203","1,156","4,992","1,061","1,021","1,031","1,046",833,"3,130",827,693,636,524,450,"2,570",508,553,540,473,496,"1,879",420,404,410,333,312,"1,033",261,220,218,181,153,514,162,132,86,74,60,136,48,33,22,23,10,19
新竹市,北區,計,"152,271","7,327","1,178","1,355","1,483","1,538","1,773","8,292","1,787","1,705","1,908","1,593","1,299","7,244","1,446","1,479","1,396","1,488","1,435","8,472","1,472","1,599","1,647","1,808","1,946","9,525","1,805","1,704","2,013","2,043","1,960","9,717","1,973","1,877","1,971","1,866","2,030","10,074","1,896","2,045","1,901","1,988","2,244","13,700","2,454","2,611","2,782","2,943","2,910","13,794","2,984","2,761","2,774","2,833","2,442","11,760","2,330","2,250","2,412","2,357","2,411","11,466","2,423","2,315","2,230","2,298","2,200","10,537","2,051","2,218","2,228","2,013","2,027","9,428","2,027","1,922","1,857","1,786","1,836","7,942","1,774","1,622","1,622","1,621","1,303","4,677","1,242","1,054",970,772,639,"3,597",795,733,728,680,661,"2,336",579,497,444,431,385,"1,430",313,316,299,256,246,760,208,185,153,112,102,180,69,51,24,21,15,13
新竹市,北區,男,"74,283","3,775",612,699,782,791,891,"4,267",888,864,981,830,704,"3,767",739,799,698,766,765,"4,380",739,840,880,934,987,"4,918",948,874,"1,034","1,029","1,033","5,035","1,008",950,"1,018","1,008","1,051","5,028",949,"1,055",933,980,"1,111","6,452","1,155","1,216","1,338","1,359","1,384","6,684","1,462","1,334","1,316","1,373","1,199","5,701","1,154","1,057","1,174","1,128","1,188","5,572","1,147","1,102","1,105","1,119","1,099","5,094","1,027","1,075","1,104",960,928,"4,370",965,918,842,802,843,"3,664",834,749,739,729,613,"2,116",591,482,444,349,250,"1,493",342,323,288,280,260,913,213,198,172,180,150,579,118,115,120,118,108,371,93,87,79,63,49,98,40,25,9,15,9,6
新竹市,北區,女,"77,988","3,552",566,656,701,747,882,"4,025",899,841,927,763,595,"3,477",707,680,698,722,670,"4,092",733,759,767,874,959,"4,607",857,830,979,"1,014",927,"4,682",965,927,953,858,979,"5,046",947,990,968,"1,008","1,133","7,248","1,299","1,395","1,444","1,584","1,526","7,110","1,522","1,427","1,458","1,460","1,243","6,059","1,176","1,193","1,238","1,229","1,223","5,894","1,276","1,213","1,125","1,179","1,101","5,443","1,024","1,143","1,124","1,053","1,099","5,058","1,062","1,004","1,015",984,993,"4,278",940,873,883,892,690,"2,561",651,572,526,423,389,"2,104",453,410,440,400,401,"1,423",366,299,272,251,235,851,195,201,179,138,138,389,115,98,74,49,53,82,29,26,15,6,6,7
新竹市,香山區,計,"78,585","3,937",705,738,831,820,843,"3,263",820,679,724,555,485,"3,094",567,540,570,679,738,"4,706",835,868,924,981,"1,098","5,334",972,924,"1,161","1,144","1,133","5,754","1,099","1,152","1,157","1,152","1,194","5,658","1,087","1,137","1,114","1,114","1,206","7,612","1,450","1,442","1,534","1,661","1,525","7,269","1,576","1,534","1,426","1,410","1,323","6,216","1,271","1,201","1,223","1,254","1,267","5,843","1,254","1,143","1,137","1,161","1,148","5,753","1,189","1,196","1,176","1,063","1,129","4,684","1,058",930,904,918,874,"3,862",942,840,756,733,591,"2,090",522,472,413,340,343,"1,558",338,331,337,284,268,"1,013",252,239,199,151,172,607,169,125,114,108,91,255,64,58,62,40,31,60,23,17,12,6,2,17
新竹市,香山區,男,"39,877","2,034",361,370,427,410,466,"1,717",435,371,349,300,262,"1,615",294,290,302,349,380,"2,516",437,488,498,522,571,"2,797",502,495,629,595,576,"2,935",563,546,608,609,609,"2,897",551,574,586,593,593,"3,889",732,729,773,877,778,"3,789",822,809,756,731,671,"3,232",687,616,636,637,656,"2,955",597,587,597,596,578,"2,867",593,596,599,515,564,"2,275",507,469,440,440,419,"1,830",474,385,344,347,280,998,259,215,205,157,162,712,145,151,178,126,112,416,105,92,93,59,67,261,75,44,56,48,38,115,30,35,23,16,11,22,12,4,3,2,1,5
新竹市,香山區,女,"38,708","1,903",344,368,404,410,377,"1,546",385,308,375,255,223,"1,479",273,250,268,330,358,"2,190",398,380,426,459,527,"2,537",470,429,532,549,557,"2,819",536,606,549,543,585,"2,761",536,563,528,521,613,"3,723",718,713,761,784,747,"3,480",754,725,670,679,652,"2,984",584,585,587,617,611,"2,888",657,556,540,565,570,"2,886",596,600,577,548,565,"2,409",551,461,464,478,455,"2,032",468,455,412,386,311,"1,092",263,257,208,183,181,846,193,180,159,158,156,597,147,147,106,92,105,346,94,81,58,60,53,140,34,23,39,24,20,38,11,13,9,4,1,12
