"city","area","gender","total","age_4","age_9","age_14","age_19","age_24","age_29","age_34","age_39","age_44","age_49","age_54","age_59","age_64","age_69","age_74","age_79","age_84","age_89","age_94","age_99","age_100"
"新竹縣","關西鎮","男","15073","405","443","597","864","1013","1007","890","911","995","1173","1364","1353","1122","873","494","621","516","302","99",27,4
"新竹縣","關西鎮","女","13022","314","446","516","764","943","876","674","885","887","937","1004","957","862","728","496","633","558","352","143",40,7
"新竹縣","新埔鎮","計","32852","1110","941","1013","1716","2235","2547","2230","2427","2298","2185","2476","2754","2590","2042","1188","1188","993","614","249",51,5
"新竹縣","新埔鎮","男","17479","571","508","524","883","1199","1389","1230","1375","1264","1170","1358","1484","1405","1075","617","579","438","279","112",18,1
"新竹縣","新埔鎮","女","15373","539","433","489","833","1036","1158","1000","1052","1034","1015","1118","1270","1185","967","571","609","555","335","137",33,4
"新竹縣","竹東鎮","計","97131","4167","4705","4869","6141","6924","6958","6590","8237","7883","7547","7165","6965","5687","4409","2739","2505","1992","1107","426",101,14
"新竹縣","竹東鎮","男","48800","2146","2396","2539","3260","3634","3601","3467","4142","3836","3719","3657","3499","2820","2079","1320","1142","843","473","180",41,6
"新竹縣","竹東鎮","女","48331","2021","2309","2330","2881","3290","3357","3123","4095","4047","3828","3508","3466","2867","2330","1419","1363","1149","634","246",60,8
"新竹縣","湖口鄉","計","77877","3133","3960","3936","4715","5699","5882","5372","6727","6554","5818","5816","5723","4665","3484","2032","1803","1322","748","398",83,7
"新竹縣","湖口鄉","男","39418","1645","2034","2069","2479","2959","3198","2727","3334","3312","2915","2894","2847","2358","1696","897","822","571","408","210",40,3
"新竹縣","湖口鄉","女","38459","1488","1926","1867","2236","2740","2684","2645","3393","3242","2903","2922","2876","2307","1788","1135","981","751","340","188",43,4
"新竹縣","橫山鄉","計","12810","378","393","429","672","888","900","725","840","834","875","1045","1048","952","801","531","599","477","257","125",36,5
"新竹縣","橫山鄉","男","6928","201","197","219","360","464","505","395","468","465","486","627","617","532","451","273","294","212","102","48",10,2
"新竹縣","橫山鄉","女","5882","177","196","210","312","424","395","330","372","369","389","418","431","420","350","258","305","265","155","77",26,3
"新竹縣","新豐鄉","計","57303","2563","3404","3064","3544","4153","4218","3840","5168","5123","4355","4121","4036","3227","2395","1375","1140","816","500","217",40,4
"新竹縣","新豐鄉","男","29381","1316","1765","1622","1871","2185","2318","1993","2579","2577","2263","2093","2096","1626","1187","658","510","372","234","94",21,1
"新竹縣","新豐鄉","女","27922","1247","1639","1442","1673","1968","1900","1847","2589","2546","2092","2028","1940","1601","1208","717","630","444","266","123",19,3
"新竹縣","芎林鄉","計","19926","667","614","624","1176","1560","1543","1349","1412","1349","1446","1589","1668","1405","1142","675","676","539","324","146",19,3
"新竹縣","芎林鄉","男","10530","367","316","334","608","796","834","747","767","656","771","855","913","774","601","355","359","264","149","59",4,1
"新竹縣","芎林鄉","女","9396","300","298","290","568","764","709","602","645","693","675","734","755","631","541","320","317","275","175","87",15,2
"新竹縣","寶山鄉","計","14582","505","352","333","798","1142","1186","993","1088","1067","1142","1363","1349","1022","745","390","439","342","204","101",20,1
"新竹縣","寶山鄉","男","7916","285","193","172","409","590","657","548","590","587","587","766","768","604","405","230","225","167","87","36",10,0
"新竹縣","寶山鄉","女","6666","220","159","161","389","552","529","445","498","480","555","597","581","418","340","160","214","175","117","65",10,1
"新竹縣","北埔鄉","計","9187","261","265","283","526","678","662","558","559","598","660","752","777","653","523","355","437","343","199","69",26,3
"新竹縣","北埔鄉","男","5004","131","148","153","282","348","348","319","304","331","374","423","485","395","276","174","228","166","85","26",8,0
"新竹縣","北埔鄉","女","4183","130","117","130","244","330","314","239","255","267","286","329","292","258","247","181","209","177","114","43",18,3
"新竹縣","峨眉鄉","計","5491","198","107","96","234","331","373","311","331","295","370","435","491","470","372","254","320","255","161","67",19,1
"新竹縣","峨眉鄉","男","3025","103","50","59","137","180","190","163","173","157","196","261","304","299","223","141","158","129","72","20",9,1
"新竹縣","峨眉鄉","女","2466","95","57","37","97","151","183","148","158","138","174","174","187","171","149","113","162","126","89","47",10,0
"新竹縣","尖石鄉","計","9618","677","587","575","721","815","761","648","778","742","673","652","609","540","342","191","147","89","51","13",5,2
"新竹縣","尖石鄉","男","5033","357","290","307","355","427","397","357","413","417","367","335","323","285","163","108","71","37","20","2",1,1
"新竹縣","尖石鄉","女","4585","320","297","268","366","388","364","291","365","325","306","317","286","255","179","83","76","52","31","11",4,1
"新竹縣","五峰鄉","計","4602","257","186","162","256","315","334","292","378","386","326","416","402","348","251","115","95","53","19","10",1,0
"新竹縣","五峰鄉","男","2486","134","89","85","128","174","179","156","216","235","182","230","210","178","147","58","49","23","7","6",0,0
"新竹縣","五峰鄉","女","2116","123","97","77","128","141","155","136","162","151","144","186","192","170","104","57","46","30","12","4",1,0
