city,area,gender,total,total_age1,age_0,age_1,age_2,age_3,age_4,total_age2,age_5,age_6,age_7,age_8,age_9,total_age3,age_10,age_11,age_12,age_13,age_14,total_age4,age_15,age_16,age_17,age_18,age_19,total_age5,age_20,age_21,age_22,age_23,age_24,total_age6,age_25,age_26,age_27,age_28,age_29,total_age7,age_30,age_31,age_32,age_33,age_34,total_age8,age35,age_36,age_37,age_38,age_39,total_age9,age_40,age_41,age_42,age_43,age_44,total_age10,age45,age_46,age_47,age_48,age_49,total_age11,age_50,age_51,age_52,age_53,age_54,total_age12,age55,age_56,age_57,age_58,age_59,total_age13,age_60,age_61,age_62,age_63,age_64,total_age14,age65,age_66,age_67,age_68,age_69,total_age15,age_70,age_71,age_72,age_73,age_74,total_age16,age75,age_76,age_77,age_78,age_79,total_age17,age_80,age_81,age_82,age_83,age_84,total_age18,age85,age_86,age_87,age_88,age_89,total_age19,age_90,age_91,age_92,age_93,age_94,total_age20,age95,age_96,age_97,age_98,age_99,total_age21
新竹市,總計,計,"448,803","23,826","3,847","4,277","4,758","5,238","5,706","27,605","5,908","5,432","6,351","5,441","4,473","25,282","5,178","5,174","5,133","5,074","4,723","26,171","4,907","4,847","5,188","5,330","5,899","27,294","5,352","4,845","5,786","5,709","5,602","27,815","5,449","5,622","5,494","5,499","5,751","29,069","5,464","5,957","5,647","5,669","6,332","40,915","7,265","7,597","8,318","8,853","8,882","42,080","8,884","8,657","8,215","8,807","7,517","34,948","7,196","6,756","6,971","7,033","6,992","32,326","6,989","6,664","6,120","6,308","6,245","29,585","6,045","6,144","6,050","5,658","5,688","25,621","5,446","5,318","4,976","4,942","4,939","21,324","4,764","4,466","4,325","4,287","3,482","12,465","3,284","2,816","2,561","2,079","1,725","9,550","2,032","2,016","1,966","1,789","1,747","6,479","1,580","1,386","1,318","1,125","1,070","3,869",932,802,815,699,621,"2,012",564,483,390,313,262,493,171,129,87,66,40,74
新竹市,總計,男,"221,265","12,251","1,997","2,168","2,453","2,651","2,982","14,336","3,054","2,817","3,263","2,861","2,341","13,253","2,688","2,829","2,672","2,628","2,436","13,633","2,563","2,531","2,722","2,782","3,035","14,155","2,792","2,512","3,026","2,947","2,878","14,336","2,810","2,811","2,860","2,857","2,998","14,481","2,761","2,999","2,819","2,827","3,075","19,587","3,436","3,643","4,050","4,210","4,248","20,343","4,192","4,200","3,939","4,316","3,696","17,216","3,587","3,313","3,430","3,398","3,488","15,935","3,338","3,313","3,089","3,111","3,084","14,571","3,024","3,044","2,993","2,760","2,750","12,160","2,622","2,574","2,338","2,276","2,350","9,946","2,266","2,102","2,001","1,951","1,626","5,645","1,510","1,276","1,174",957,728,"3,995",881,857,809,746,702,"2,557",629,541,520,457,410,"1,639",367,321,343,315,293,956,242,230,193,160,131,234,85,56,40,31,22,36
新竹市,總計,女,"227,538","11,575","1,850","2,109","2,305","2,587","2,724","13,269","2,854","2,615","3,088","2,580","2,132","12,029","2,490","2,345","2,461","2,446","2,287","12,538","2,344","2,316","2,466","2,548","2,864","13,139","2,560","2,333","2,760","2,762","2,724","13,479","2,639","2,811","2,634","2,642","2,753","14,588","2,703","2,958","2,828","2,842","3,257","21,328","3,829","3,954","4,268","4,643","4,634","21,737","4,692","4,457","4,276","4,491","3,821","17,732","3,609","3,443","3,541","3,635","3,504","16,391","3,651","3,351","3,031","3,197","3,161","15,014","3,021","3,100","3,057","2,898","2,938","13,461","2,824","2,744","2,638","2,666","2,589","11,378","2,498","2,364","2,324","2,336","1,856","6,820","1,774","1,540","1,387","1,122",997,"5,555","1,151","1,159","1,157","1,043","1,045","3,922",951,845,798,668,660,"2,230",565,481,472,384,328,"1,056",322,253,197,153,131,259,86,73,47,35,18,38
新竹市,東區,計,"217,841","12,636","1,958","2,201","2,471","2,861","3,145","15,975","3,247","3,108","3,673","3,248","2,699","15,006","3,174","3,165","3,163","2,916","2,588","12,995","2,537","2,455","2,603","2,550","2,850","12,425","2,536","2,259","2,639","2,533","2,458","12,349","2,404","2,562","2,403","2,464","2,516","13,411","2,509","2,716","2,618","2,616","2,952","19,615","3,341","3,605","3,996","4,277","4,396","20,999","4,335","4,343","4,083","4,490","3,748","16,981","3,558","3,314","3,332","3,420","3,357","14,976","3,309","3,158","2,771","2,853","2,885","13,252","2,804","2,748","2,655","2,511","2,534","11,527","2,430","2,397","2,200","2,251","2,249","9,423","2,053","1,965","1,941","1,910","1,554","5,666","1,505","1,271","1,162",967,761,"4,361",909,936,884,816,816,"3,123",735,667,657,545,519,"1,838",437,371,410,325,295,981,283,238,179,156,125,258,88,58,52,38,22,44
新竹市,東區,男,"107,064","6,474","1,025","1,100","1,260","1,446","1,643","8,329","1,708","1,622","1,899","1,710","1,390","7,915","1,654","1,737","1,687","1,508","1,329","6,715","1,335","1,243","1,351","1,324","1,462","6,457","1,330","1,177","1,355","1,336","1,259","6,348","1,245","1,291","1,256","1,230","1,326","6,583","1,279","1,348","1,291","1,277","1,388","9,251","1,550","1,726","1,928","2,005","2,042","9,870","1,935","2,023","1,907","2,167","1,838","8,277","1,744","1,625","1,623","1,617","1,668","7,400","1,594","1,612","1,389","1,409","1,396","6,588","1,403","1,366","1,316","1,265","1,238","5,513","1,187","1,154","1,043","1,046","1,083","4,410",981,933,924,857,715,"2,522",667,575,513,450,317,"1,781",396,381,344,331,329,"1,222",303,258,253,210,198,802,175,155,178,148,146,464,120,106,92,79,67,120,37,28,27,16,12,23
新竹市,東區,女,"110,777","6,162",933,"1,101","1,211","1,415","1,502","7,646","1,539","1,486","1,774","1,538","1,309","7,091","1,520","1,428","1,476","1,408","1,259","6,280","1,202","1,212","1,252","1,226","1,388","5,968","1,206","1,082","1,284","1,197","1,199","6,001","1,159","1,271","1,147","1,234","1,190","6,828","1,230","1,368","1,327","1,339","1,564","10,364","1,791","1,879","2,068","2,272","2,354","11,129","2,400","2,320","2,176","2,323","1,910","8,704","1,814","1,689","1,709","1,803","1,689","7,576","1,715","1,546","1,382","1,444","1,489","6,664","1,401","1,382","1,339","1,246","1,296","6,014","1,243","1,243","1,157","1,205","1,166","5,013","1,072","1,032","1,017","1,053",839,"3,144",838,696,649,517,444,"2,580",513,555,540,485,487,"1,901",432,409,404,335,321,"1,036",262,216,232,177,149,517,163,132,87,77,58,138,51,30,25,22,10,21
新竹市,北區,計,"152,351","7,276","1,193","1,314","1,488","1,541","1,740","8,337","1,846","1,632","1,951","1,612","1,296","7,218","1,452","1,468","1,405","1,483","1,410","8,465","1,510","1,540","1,679","1,799","1,937","9,542","1,849","1,666","1,980","2,049","1,998","9,696","1,941","1,899","1,952","1,866","2,038","10,036","1,886","2,088","1,905","1,965","2,192","13,710","2,472","2,601","2,747","2,938","2,952","13,770","2,972","2,766","2,710","2,889","2,433","11,754","2,371","2,229","2,409","2,370","2,375","11,531","2,439","2,336","2,220","2,310","2,226","10,552","2,027","2,223","2,220","2,060","2,022","9,391","1,975","1,961","1,847","1,791","1,817","8,020","1,785","1,656","1,620","1,623","1,336","4,699","1,250","1,074",975,778,622,"3,623",785,749,739,684,666,"2,347",584,487,466,418,392,"1,421",317,314,293,261,236,772,211,187,154,113,107,177,60,55,26,20,16,14
新竹市,北區,男,"74,305","3,755",624,682,779,788,882,"4,280",913,819,"1,013",839,696,"3,736",747,802,689,763,735,"4,395",773,807,885,938,992,"4,910",959,855,"1,024","1,023","1,049","5,040",988,970,"1,009","1,007","1,066","5,003",938,"1,067",941,967,"1,090","6,463","1,169","1,207","1,326","1,350","1,411","6,671","1,431","1,371","1,273","1,410","1,186","5,703","1,165","1,065","1,153","1,155","1,165","5,593","1,146","1,108","1,111","1,113","1,115","5,104","1,018","1,090","1,084",967,945,"4,361",948,927,842,795,849,"3,696",826,772,736,732,630,"2,123",584,493,445,349,252,"1,498",336,332,286,280,264,921,221,190,180,182,148,578,119,121,110,118,110,374,91,87,81,64,51,94,37,24,10,13,10,7
新竹市,北區,女,"78,046","3,521",569,632,709,753,858,"4,057",933,813,938,773,600,"3,482",705,666,716,720,675,"4,070",737,733,794,861,945,"4,632",890,811,956,"1,026",949,"4,656",953,929,943,859,972,"5,033",948,"1,021",964,998,"1,102","7,247","1,303","1,394","1,421","1,588","1,541","7,099","1,541","1,395","1,437","1,479","1,247","6,051","1,206","1,164","1,256","1,215","1,210","5,938","1,293","1,228","1,109","1,197","1,111","5,448","1,009","1,133","1,136","1,093","1,077","5,030","1,027","1,034","1,005",996,968,"4,324",959,884,884,891,706,"2,576",666,581,530,429,370,"2,125",449,417,453,404,402,"1,426",363,297,286,236,244,843,198,193,183,143,126,398,120,100,73,49,56,83,23,31,16,7,6,7
新竹市,香山區,計,"78,611","3,914",696,762,799,836,821,"3,293",815,692,727,581,478,"3,058",552,541,565,675,725,"4,711",860,852,906,981,"1,112","5,327",967,920,"1,167","1,127","1,146","5,770","1,104","1,161","1,139","1,169","1,197","5,622","1,069","1,153","1,124","1,088","1,188","7,590","1,452","1,391","1,575","1,638","1,534","7,311","1,577","1,548","1,422","1,428","1,336","6,213","1,267","1,213","1,230","1,243","1,260","5,819","1,241","1,170","1,129","1,145","1,134","5,781","1,214","1,173","1,175","1,087","1,132","4,703","1,041",960,929,900,873,"3,881",926,845,764,754,592,"2,100",529,471,424,334,342,"1,566",338,331,343,289,265,"1,009",261,232,195,162,159,610,178,117,112,113,90,259,70,58,57,44,30,58,23,16,9,8,2,16
新竹市,香山區,男,"39,896","2,022",348,386,414,417,457,"1,727",433,376,351,312,255,"1,602",287,290,296,357,372,"2,523",455,481,486,520,581,"2,788",503,480,647,588,570,"2,948",577,550,595,620,606,"2,895",544,584,587,583,597,"3,873",717,710,796,855,795,"3,802",826,806,759,739,672,"3,236",678,623,654,626,655,"2,942",598,593,589,589,573,"2,879",603,588,593,528,567,"2,286",487,493,453,435,418,"1,840",459,397,341,362,281,"1,000",259,208,216,158,159,716,149,144,179,135,109,414,105,93,87,65,64,259,73,45,55,49,37,118,31,37,20,17,13,20,11,4,3,2,0,6
新竹市,香山區,女,"38,715","1,892",348,376,385,419,364,"1,566",382,316,376,269,223,"1,456",265,251,269,318,353,"2,188",405,371,420,461,531,"2,539",464,440,520,539,576,"2,822",527,611,544,549,591,"2,727",525,569,537,505,591,"3,717",735,681,779,783,739,"3,509",751,742,663,689,664,"2,977",589,590,576,617,605,"2,877",643,577,540,556,561,"2,902",611,585,582,559,565,"2,417",554,467,476,465,455,"2,041",467,448,423,392,311,"1,100",270,263,208,176,183,850,189,187,164,154,156,595,156,139,108,97,95,351,105,72,57,64,53,141,39,21,37,27,17,38,12,12,6,6,2,10
