"city","area","gender","total","age_4","age_9","age_14","age_19","age_24","age_29","age_34","age_39","age_44","age_49","age_54","age_59","age_64","age_69","age_74","age_79","age_84","age_89","age_94","age_99","age_100"
"新竹縣","竹北市","男","93958","7070","8002","7135","6035","5486","5086","5949","9264","9999","8571","6179","4815","3579","2588","1540","1245","787","394","202",28,4
"新竹縣","竹北市","女","94860","6521","7559","6483","5489","5046","4773","6205","10539","11192","8392","6107","4827","3781","2933","1697","1507","975","557","222",45,10
"新竹縣","關西鎮","計","28332","722","902","1173","1657","2006","1893","1574","1835","1913","2152","2332","2320","1972","1596","975","1288","1081","629","246",61,5
"新竹縣","關西鎮","男","15210","399","468","616","886","1047","1028","881","937","1016","1203","1338","1364","1113","855","473","646","517","295","100",26,2
"新竹縣","關西鎮","女","13122","323","434","557","771","959","865","693","898","897","949","994","956","859","741","502","642","564","334","146",35,3
"新竹縣","新埔鎮","計","33030","1183","942","1046","1763","2275","2527","2280","2461","2276","2199","2497","2745","2561","1976","1176","1221","985","603","260",49,5
"新竹縣","新埔鎮","男","17592","614","518","541","901","1215","1385","1252","1397","1249","1208","1328","1491","1386","1055","599","592","451","280","111",18,1
"新竹縣","新埔鎮","女","15438","569","424","505","862","1060","1142","1028","1064","1027","991","1169","1254","1175","921","577","629","534","323","149",31,4
"新竹縣","竹東鎮","計","96374","4093","4670","4963","6352","6971","6797","6526","8119","7708","7528","7114","6913","5561","4297","2635","2564","1952","1094","411",93,13
"新竹縣","竹東鎮","男","48367","2121","2363","2586","3384","3599","3536","3413","4039","3761","3722","3622","3464","2762","2031","1260","1177","823","478","184",36,6
"新竹縣","竹東鎮","女","48007","1972","2307","2377","2968","3372","3261","3113","4080","3947","3806","3492","3449","2799","2266","1375","1387","1129","616","227",57,7
"新竹縣","湖口鄉","計","77626","3251","3885","3933","4861","5853","5746","5419","6853","6334","5801","5769","5684","4554","3370","2021","1758","1279","784","383",80,8
"新竹縣","湖口鄉","男","39295","1729","1988","2070","2529","3061","3105","2739","3396","3205","2890","2890","2830","2292","1654","879","793","563","441","202",36,3
"新竹縣","湖口鄉","女","38331","1522","1897","1863","2332","2792","2641","2680","3457","3129","2911","2879","2854","2262","1716","1142","965","716","343","181",44,5
"新竹縣","橫山鄉","計","12922","398","388","430","693","923","867","762","856","836","907","1036","1044","954","778","559","605","462","260","124",36,4
"新竹縣","橫山鄉","男","7007","213","208","217","369","488","482","405","503","449","514","618","621","533","441","288","288","209","103","46",11,1
"新竹縣","橫山鄉","女","5915","185","180","213","324","435","385","357","353","387","393","418","423","421","337","271","317","253","157","78",25,3
"新竹縣","新豐鄉","計","57135","2632","3361","3101","3596","4235","4194","3867","5263","5008","4302","4113","3937","3181","2358","1295","1163","784","488","215",38,4
"新竹縣","新豐鄉","男","29278","1334","1750","1636","1909","2227","2284","2008","2621","2508","2239","2086","2039","1612","1175","615","521","371","224","98",20,1
"新竹縣","新豐鄉","女","27857","1298","1611","1465","1687","2008","1910","1859","2642","2500","2063","2027","1898","1569","1183","680","642","413","264","117",18,3
"新竹縣","芎林鄉","計","19976","694","630","647","1246","1533","1583","1307","1422","1351","1466","1578","1670","1377","1103","653","686","527","334","145",20,4
"新竹縣","芎林鄉","男","10574","388","325","358","640","779","853","732","743","678","779","853","917","758","581","345","369","251","154","64",5,2
"新竹縣","芎林鄉","女","9402","306","305","289","606","754","730","575","679","673","687","725","753","619","522","308","317","276","180","81",15,2
"新竹縣","寶山鄉","計","14576","479","371","355","831","1170","1160","990","1079","1066","1161","1354","1340","1000","725","380","455","338","204","97",21,0
"新竹縣","寶山鄉","男","7900","266","199","180","417","617","643","532","591","585","602","777","750","598","397","218","230","168","85","35",10,0
"新竹縣","寶山鄉","女","6676","213","172","175","414","553","517","458","488","481","559","577","590","402","328","162","225","170","119","62",11,0
"新竹縣","北埔鄉","計","9285","276","267","303","544","691","668","566","578","601","670","757","777","639","503","363","447","344","204","65",19,3
"新竹縣","北埔鄉","男","5040","139","153","162","276","358","362","317","304","337","375","437","480","382","264","175","238","164","90","21",6,0
"新竹縣","北埔鄉","女","4245","137","114","141","268","333","306","249","274","264","295","320","297","257","239","188","209","180","114","44",13,3
"新竹縣","峨眉鄉","計","5552","203","99","103","242","345","371","333","324","307","375","448","493","463","366","249","332","259","153","67",17,3
"新竹縣","峨眉鄉","男","3054","110","47","58","140","176","189","174","171","167","203","267","307","297","217","144","160","129","68","19",8,3
"新竹縣","峨眉鄉","女","2498","93","52","45","102","169","182","159","153","140","172","181","186","166","149","105","172","130","85","48",9,0
"新竹縣","尖石鄉","計","9677","697","596","569","723","843","764","665","797","747","652","653","612","529","343","186","137","94","49","15",4,2
"新竹縣","尖石鄉","男","5083","371","306","303","352","442","396","370","432","414","361","328","329","282","161","106","64","40","20","5",0,1
"新竹縣","尖石鄉","女","4594","326","290","266","371","401","368","295","365","333","291","325","283","247","182","80","73","54","29","10",4,1
"新竹縣","五峰鄉","計","4717","257","190","173","264","334","330","320","400","377","354","412","404","374","230","115","99","50","25","9",0,0
"新竹縣","五峰鄉","男","2528","137","90","88","131","178","170","175","229","221","208","215","214","193","136","59","44","25","10","5",0,0
"新竹縣","五峰鄉","女","2189","120","100","85","133","156","160","145","171","156","146","197","190","181","94","56","55","25","15","4",0,0
