"city","area","gender","total","age_4","age_9","age_14","age_19","age_24","age_29","age_34","age_39","age_44","age_49","age_54","age_59","age_64","age_69","age_74","age_79","age_84","age_89","age_94","age_99","age_100"
"新竹縣","新豐鄉","計","57292","2503","3409","3055","3541","4129","4231","3853","5098","5161","4356","4115","4069","3229","2416","1401","1139","822","498","220",41,6
"新竹縣","新豐鄉","男","29388","1298","1758","1620","1878","2172","2325","2001","2550","2600","2257","2093","2108","1633","1190","671","514","364","240","94",21,1
"新竹縣","新豐鄉","女","27904","1205","1651","1435","1663","1957","1906","1852","2548","2561","2099","2022","1961","1596","1226","730","625","458","258","126",20,5
"新竹縣","芎林鄉","計","19934","659","610","621","1154","1556","1538","1368","1418","1353","1432","1587","1662","1424","1161","684","674","537","324","149",20,3
"新竹縣","芎林鄉","男","10530","358","322","329","596","800","826","757","774","656","761","854","910","782","609","366","353","262","149","61",4,1
"新竹縣","芎林鄉","女","9404","301","288","292","558","756","712","611","644","697","671","733","752","642","552","318","321","275","175","88",16,2
"新竹縣","寶山鄉","計","14626","515","350","342","780","1134","1195","991","1089","1090","1135","1351","1349","1039","758","397","441","344","210","96",19,1
"新竹縣","寶山鄉","男","7946","286","196","181","403","577","666","546","588","602","582","758","766","617","414","232","230","167","92","34",9,0
"新竹縣","寶山鄉","女","6680","229","154","161","377","557","529","445","501","488","553","593","583","422","344","165","211","177","118","62",10,1
"新竹縣","北埔鄉","計","9178","262","262","272","520","683","657","559","559","606","645","753","779","654","532","350","435","353","189","81",24,3
"新竹縣","北埔鄉","男","4992","130","141","150","280","349","347","318","307","332","367","419","482","399","283","175","217","176","84","28",8,0
"新竹縣","北埔鄉","女","4186","132","121","122","240","334","310","241","252","274","278","334","297","255","249","175","218","177","105","53",16,3
"新竹縣","峨眉鄉","計","5479","200","106","89","235","326","367","307","334","300","365","429","494","478","376","254","312","261","156","70",20,0
"新竹縣","峨眉鄉","男","3022","102","50","55","139","177","184","165","173","162","192","256","305","310","225","137","159","128","70","24",9,0
"新竹縣","峨眉鄉","女","2457","98","56","34","96","149","183","142","161","138","173","173","189","168","151","117","153","133","86","46",11,0
"新竹縣","尖石鄉","計","9638","664","600","580","724","807","766","658","780","740","676","649","611","528","359","194","141","87","54","13",5,2
"新竹縣","尖石鄉","男","5033","352","295","309","358","420","396","360","417","414","371","328","328","275","175","109","64","37","21","2",1,1
"新竹縣","尖石鄉","女","4605","312","305","271","366","387","370","298","363","326","305","321","283","253","184","85","77","50","33","11",4,1
"新竹縣","五峰鄉","計","4593","256","181","160","264","306","335","292","375","385","333","404","400","351","251","119","96","55","20","9",1,0
"新竹縣","五峰鄉","男","2482","130","92","82","131","168","183","154","211","237","186","222","214","176","147","60","53","22","8","6",0,0
"新竹縣","五峰鄉","女","2111","126","89","78","133","138","152","138","164","148","147","182","186","175","104","59","43","33","12","3",1,0
