"city","area","gender","total","age_4","age_9","age_14","age_19","age_24","age_29","age_34","age_39","age_44","age_49","age_54","age_59","age_64","age_69","age_74","age_79","age_84","age_89","age_94","age_99","age_100"
"新竹縣","橫山鄉","計","12921","399","387","426","704","927","858","761","854","838","915","1046","1036","958","765","556","605","455","272",119,37,3
"新竹縣","橫山鄉","男","6992","209","203","216","377","491","472","406","500","458","515","628","608","545","423","286","284","210","104",45,12,0
"新竹縣","橫山鄉","女","5929","190","184","210","327","436","386","355","354","380","400","418","428","413","342","270","321","245","168",74,25,3
"新竹縣","新豐鄉","計","57033","2639","3340","3070","3649","4239","4162","3876","5318","4946","4319","4087","3937","3165","2333","1257","1172","783","483",215,38,5
"新竹縣","新豐鄉","男","29231","1336","1739","1615","1931","2247","2256","2016","2638","2503","2231","2075","2046","1592","1158","610","534","365","215",104,19,1
"新竹縣","新豐鄉","女","27802","1303","1601","1455","1718","1992","1906","1860","2680","2443","2088","2012","1891","1573","1175","647","638","418","268",111,19,4
"新竹縣","芎林鄉","計","19995","699","634","656","1263","1539","1569","1316","1409","1351","1482","1580","1653","1384","1096","639","696","528","332",146,19,4
"新竹縣","芎林鄉","男","10589","388","329","361","650","781","854","722","745","676","787","858","904","771","571","340","371","257","151",65,6,2
"新竹縣","芎林鄉","女","9406","311","305","295","613","758","715","594","664","675","695","722","749","613","525","299","325","271","181",81,13,2
"新竹縣","寶山鄉","計","14645","493","373","367","845","1177","1165","992","1084","1076","1161","1378","1328","1006","711","374","457","329","209",99,21,0
"新竹縣","寶山鄉","男","7933","280","195","187","428","619","644","534","590","586","609","784","749","606","380","213","232","164","88",36,9,0
"新竹縣","寶山鄉","女","6712","213","178","180","417","558","521","458","494","490","552","594","579","400","331","161","225","165","121",63,12,0
"新竹縣","北埔鄉","計","9301","261","271","322","545","699","661","564","588","597","674","769","771","644","495","362","443","349","201",66,16,3
"新竹縣","北埔鄉","男","5044","130","158","167","274","358","361","321","307","333","380","445","476","382","262","176","233","165","92",19,5,0
"新竹縣","北埔鄉","女","4257","131","113","155","271","341","300","243","281","264","294","324","295","262","233","186","210","184","109",47,11,3
"新竹縣","峨眉鄉","計","5581","205","103","114","240","347","369","339","330","302","378","452","504","460","364","246","332","260","155",64,14,3
"新竹縣","峨眉鄉","男","3066","114","48","62","138","174","190","176","175","166","203","269","308","302","214","141","162","129","67",17,8,3
"新竹縣","峨眉鄉","女","2515","91","55","52","102","173","179","163","155","136","175","183","196","158","150","105","170","131","88",47,6,0
"新竹縣","尖石鄉","計","9678","692","588","590","730","831","768","670","800","749","644","658","613","527","340","176","137","98","46",15,4,2
"新竹縣","尖石鄉","男","5080","365","300","315","362","435","388","373","432","417","361","335","327","278","164","100","62","43","18",4,0,1
"新竹縣","尖石鄉","女","4598","327","288","275","368","396","380","297","368","332","283","323","286","249","176","76","75","55","28",11,4,1
"新竹縣","五峰鄉","計","4761","274","189","175","265","337","333","323","413","372","356","424","398","377","227","115","100","49","26",8,0,0
"新竹縣","五峰鄉","男","2547","145","88","84","134","182","170","177","236","216","211","222","210","194","133","60","45","25","11",4,0,0
"新竹縣","五峰鄉","女","2214","129","101","91","131","155","163","146","177","156","145","202","188","183","94","55","55","24","15",4,0,0
