"city","area","gender","total","age_4","age_9","age_14","age_19","age_24","age_29","age_34","age_39","age_44","age_49","age_54","age_59","age_64","age_69","age_74","age_79","age_84","age_89","age_94","age_99","age_100"
"新竹縣","芎林鄉","計",19947,682,617,637,1194,1570,1557,1322,1409,1361,1439,1600,1657,1406,1129,671,675,534,321,143,20,3
"新竹縣","芎林鄉","男",10552,384,313,343,615,806,844,736,754,668,777,858,906,770,596,349,361,258,149,59,5,1
"新竹縣","芎林鄉","女",9395,298,304,294,579,764,713,586,655,693,662,742,751,636,533,322,314,276,172,84,15,2
"新竹縣","寶山鄉","計",14579,477,371,336,817,1159,1172,992,1089,1065,1149,1343,1350,1020,740,394,446,336,203,99,21,0
"新竹縣","寶山鄉","男",7912,264,207,173,413,605,653,541,594,579,600,758,764,606,397,232,230,164,89,34,9,0
"新竹縣","寶山鄉","女",6667,213,164,163,404,554,519,451,495,486,549,585,586,414,343,162,216,172,114,65,12,0
"新竹縣","北埔鄉","計",9221,270,266,290,534,681,662,563,564,599,670,743,777,639,517,365,438,346,202,67,25,3
"新竹縣","北埔鄉","男",5007,134,149,154,283,347,349,321,306,335,374,424,479,385,274,178,228,169,86,24,8,0
"新竹縣","北埔鄉","女",4214,136,117,136,251,334,313,242,258,264,296,319,298,254,243,187,210,177,116,43,17,3
"新竹縣","峨眉鄉","計",5510,198,107,92,242,334,368,317,328,302,375,440,486,468,374,250,326,255,158,70,18,2
"新竹縣","峨眉鄉","男",3031,105,51,54,139,179,188,167,170,160,203,262,302,297,224,141,160,130,68,20,9,2
"新竹縣","峨眉鄉","女",2479,93,56,38,103,155,180,150,158,142,172,178,184,171,150,109,166,125,90,50,9,0
"新竹縣","尖石鄉","計",9572,681,569,557,721,822,754,656,784,731,659,659,601,532,353,190,141,91,51,13,5,2
"新竹縣","尖石鄉","男",5014,362,280,298,357,434,383,370,420,408,359,340,319,278,167,109,70,37,18,3,1,1
"新竹縣","尖石鄉","女",4558,319,289,259,364,388,371,286,364,323,300,319,282,254,186,81,71,54,33,10,4,1
"新竹縣","五峰鄉","計",4612,258,189,163,259,322,327,294,384,377,331,416,397,354,249,114,97,52,20,9,0,0
"新竹縣","五峰鄉","男",2492,135,91,86,129,174,177,156,221,229,186,228,211,180,147,57,46,26,8,5,0,0
"新竹縣","五峰鄉","女",2120,123,98,77,130,148,150,138,163,148,145,188,186,174,102,57,51,26,12,4,0,0
